gvkey,permno,linkdt,linkenddt,linktype,linkprim
066261,92557.0,2008-02-01,,LC,P
066263,85752.0,1998-01-05,2005-12-30,LC,C
066265,85769.0,1998-01-29,2001-03-30,LU,P
066268,92320.0,2007-10-26,2016-11-30,LC,P
066269,85727.0,1998-01-09,2001-04-19,LU,P
066272,85740.0,1998-01-09,2005-01-31,LU,P
066275,87138.0,1999-08-27,2009-04-24,LC,P
066278,85729.0,1998-01-09,2006-05-31,LU,P
066281,85772.0,1998-01-09,2018-05-11,LC,P
066285,85731.0,1998-01-09,,LC,P
066286,85751.0,1998-01-13,,LU,P
066288,85656.0,1997-12-04,,LU,P
066289,85693.0,1997-12-10,2004-02-11,LU,P
066290,85796.0,1998-02-18,2025-12-31,LU,P
066292,85651.0,1998-01-14,2002-10-03,LU,C
066293,85767.0,1998-01-30,2000-06-30,LU,P
066300,85880.0,1998-03-10,2011-05-09,LC,P
066301,85757.0,1998-01-16,,LC,P
066305,85733.0,1998-01-15,2002-04-03,LU,P
066313,88183.0,2000-04-25,,LC,P
066325,89958.0,2003-12-09,2009-06-11,LC,C
066326,86572.0,1999-01-27,,LU,P
066336,89498.0,2002-09-26,2009-12-17,LC,C
066352,85775.0,1998-01-22,2002-03-19,LU,C
066354,85763.0,1998-01-21,,LC,P
066355,18554.0,2019-04-18,,LC,P
066360,85776.0,1998-01-23,2007-12-26,LC,P
066365,85766.0,1998-01-27,2004-02-27,LU,P
066366,85744.0,1998-01-27,,LC,P
066367,85786.0,1998-02-09,2004-07-30,LC,P
066368,85753.0,1998-01-30,,LU,P
066371,85768.0,1998-01-27,,LU,P
066374,90279.0,2004-07-06,2020-05-31,LC,C
066379,85724.0,1998-01-29,,LC,P
066381,85732.0,1998-01-29,2002-04-30,LU,P
066386,85755.0,1998-01-29,2008-12-31,LU,P
066389,85756.0,1998-01-29,2010-01-08,LC,P
066391,85758.0,1998-01-30,1998-12-31,LU,P
066392,85761.0,1998-01-30,2001-12-31,LU,P
066393,85738.0,1998-01-30,,LU,P
066394,14604.0,2014-04-02,,LC,P
066395,85743.0,1998-01-30,2000-05-08,LU,C
066399,85785.0,1998-02-02,2013-11-29,LU,P
066403,85803.0,1998-02-03,2004-12-31,LU,P
066404,54624.0,1998-02-02,2008-10-01,LC,P
066405,12556.0,2011-02-08,2022-09-13,LC,C
066407,85844.0,1998-02-04,2004-06-28,LU,C
066409,85853.0,1998-02-04,1999-03-23,LU,C
066410,88455.0,2000-07-27,2002-08-20,LC,C
066413,85812.0,1998-02-05,1998-02-26,LU,C
066413,85812.0,1998-02-27,1999-12-21,LU,C
066414,85827.0,1998-02-05,2001-05-31,LU,P
066415,85828.0,1998-02-05,1999-03-31,LU,P
066416,85855.0,1998-02-05,2001-12-31,LU,P
066418,85818.0,1998-02-06,2000-12-29,LU,C
066423,85808.0,1998-02-10,2000-09-29,LU,P
066424,85813.0,1998-02-10,2001-08-31,LU,P
066425,85814.0,1998-02-10,2007-09-28,LU,P
066426,85795.0,1998-02-10,2002-10-31,LU,P
066428,85852.0,1998-02-10,2000-09-06,LC,C
066435,85933.0,1998-02-11,2005-04-29,LC,P
066438,85770.0,1998-01-30,2012-04-30,LU,P
066441,85781.0,1998-02-12,2001-06-29,LU,P
066443,85831.0,1998-02-12,1999-01-29,LU,P
066445,85833.0,1998-02-17,2001-06-20,LC,P
066446,85792.0,1998-02-12,,LU,P
066447,85854.0,1998-02-06,2006-01-31,LU,P
066448,88273.0,2000-05-22,2002-04-29,LC,P
066448,88273.0,2006-03-08,2006-11-07,LC,P
066450,85802.0,1998-02-13,2003-07-24,LU,P
066451,85782.0,1998-02-12,2002-08-30,LU,P
066452,85806.0,1998-02-13,2005-12-30,LU,P
066453,19231.0,2020-02-07,,LC,P
066454,85807.0,1998-02-13,2001-07-16,LU,P
066455,85822.0,1998-02-13,2008-01-31,LU,P
066459,85850.0,1998-02-13,2003-03-27,LU,P
066465,85820.0,1998-03-16,2003-10-31,LU,P
066468,85836.0,1998-02-13,2006-02-28,LU,P
066476,85843.0,1998-02-18,2001-08-31,LU,P
066477,86002.0,1998-04-28,2000-08-31,LU,P
066479,85805.0,1998-02-04,1999-02-17,LU,C
066484,86497.0,1998-12-02,2013-03-31,LU,C
066487,85791.0,1998-02-18,1999-12-21,LC,C
066496,85839.0,1998-02-20,2017-08-31,LU,P
066497,87582.0,2000-02-03,2003-05-13,LC,C
066503,87024.0,1999-06-09,2010-04-16,LC,C
066504,85966.0,1998-04-02,,LU,P
066507,85816.0,1998-02-20,2005-07-29,LU,P
066515,90678.0,2005-05-05,2012-01-13,LC,C
066518,85815.0,1998-02-24,1998-02-26,LU,C
066518,85815.0,1998-02-27,1999-11-08,LU,P
066519,85825.0,1998-02-24,2008-01-31,LU,P
066526,85846.0,1998-02-24,2008-07-25,LC,P
066529,85817.0,1998-02-25,2005-03-31,LU,P
066530,85819.0,1998-04-06,2007-02-28,LU,P
066531,87511.0,1999-12-13,2001-08-31,LU,P
066543,85841.0,1998-02-12,1999-07-30,LU,P
066544,85847.0,1998-02-26,2002-04-30,LU,P
066546,85811.0,1998-02-27,1999-08-31,LU,P
066563,85809.0,1998-02-27,2000-06-30,LU,P
066564,87767.0,2000-03-14,2003-06-25,LC,P
066571,87839.0,2000-04-19,2005-05-02,LC,C
066575,85915.0,1998-03-02,2000-03-31,LU,P
066576,85790.0,1998-02-26,2000-02-29,LU,P
066577,85917.0,1998-03-02,2021-03-31,LU,P
066582,85894.0,1998-03-04,2005-10-31,LU,P
066586,85886.0,1998-03-03,,LU,P
066588,85889.0,1998-03-04,2025-11-28,LU,P
066590,85892.0,1998-03-04,1999-08-31,LU,P
066592,92560.0,2008-02-11,2018-12-31,LC,P
066597,88384.0,2000-06-26,,LC,P
066599,85931.0,1998-03-05,2021-05-28,LC,P
066602,85903.0,1998-03-06,,LU,P
066605,85916.0,1998-03-02,,LU,P
066610,85804.0,1998-02-11,2019-01-31,LU,P
066616,85856.0,1998-03-11,2001-04-30,LU,P
066617,85902.0,1998-03-10,2003-10-15,LC,P
066623,85891.0,1998-03-10,2001-09-28,LU,P
066625,85800.0,1998-02-06,2000-07-31,LU,P
066628,85688.0,1997-12-12,2003-02-03,LU,C
066629,85799.0,1998-02-06,2016-04-29,LU,P
066630,85739.0,1998-02-27,2015-10-30,LU,P
066631,85835.0,1998-02-04,2003-12-31,LU,P
066634,85859.0,1998-03-11,2000-07-31,LU,P
066636,86325.0,1998-08-04,2002-01-11,LC,C
066643,85930.0,1998-03-31,2001-01-26,LU,P
066646,85900.0,1998-03-12,2008-07-11,LC,P
066648,85865.0,1998-03-12,2010-06-30,LC,C
066649,86523.0,1998-12-24,2000-07-27,LC,C
066649,88459.0,2000-07-28,2008-04-24,LC,C
066649,88459.0,2008-04-28,2008-07-02,LC,C
066654,85897.0,1998-03-12,2021-03-31,LC,P
066655,85858.0,1998-03-12,2000-02-29,LU,P
066656,85862.0,1998-03-13,2001-03-30,LU,P
066657,85867.0,1998-03-13,2002-11-25,LU,P
066658,85881.0,1998-03-13,2000-09-29,LU,P
066659,89041.0,2001-07-23,2003-03-20,LC,P
066660,85882.0,1998-03-13,2007-11-16,LC,P
066662,85924.0,1998-03-13,1999-04-30,LU,P
066666,85872.0,1998-03-16,2000-03-20,LU,C
066667,85878.0,1998-03-13,1999-08-31,LU,P
066672,85861.0,1998-03-17,2006-03-31,LU,P
066673,85876.0,1998-03-17,2006-05-31,LC,P
066675,85887.0,1998-03-17,2001-03-13,LC,P
066680,85849.0,1998-02-27,2001-12-18,LC,C
066681,85801.0,1998-02-13,2013-10-31,LU,P
066682,85866.0,1998-03-23,2001-03-13,LU,C
066684,85929.0,1998-03-30,2001-06-29,LU,P
066686,88203.0,2000-04-07,,LC,P
066688,85896.0,1998-03-24,2009-12-01,LC,P
066689,85901.0,1998-03-25,1999-12-23,LC,P
066690,85923.0,1998-03-25,2009-02-13,LC,P
066691,85895.0,1998-04-01,2001-05-31,LU,P
066695,85944.0,1998-04-02,2001-11-30,LU,P
066696,85871.0,1998-03-13,2011-11-30,LU,P
066697,86444.0,1998-12-08,,LC,P
066698,85864.0,1998-03-18,2009-10-01,LC,P
066708,85963.0,1998-04-17,2016-01-29,LC,P
066713,85962.0,1998-04-28,2001-07-26,LU,P
066716,85956.0,1998-04-29,2000-10-31,LC,P
066723,85993.0,1998-04-28,2007-06-29,LU,P
066725,85977.0,1998-04-01,2002-11-26,LU,P
066726,86181.0,1998-06-15,2000-11-06,LC,P
066728,86003.0,1998-04-07,2012-03-30,LU,P
066731,86102.0,1998-05-14,,LU,P
066798,93198.0,2010-01-22,2010-12-31,LC,P
066871,20153.0,2021-07-15,,LC,P
066927,14292.0,2013-11-07,2015-05-29,LC,P
066929,16083.0,2016-05-31,,LC,P
074316,27528.0,2025-10-16,,LC,P
074340,27291.0,2025-09-11,,LC,P
074341,27396.0,2025-09-26,,LC,P
074362,27321.0,2025-09-16,,LC,P
074363,27627.0,2025-10-29,,LC,P
074382,27348.0,2025-09-18,,LC,P
074383,27356.0,2025-09-19,,LC,P
074388,27288.0,2025-09-11,,LC,P
074390,27648.0,2025-11-03,,LC,P
074396,27694.0,2025-11-10,,LC,P
074397,27456.0,2025-10-02,,LC,P
074405,27462.0,2025-10-03,,LC,P
074407,27978.0,2025-12-17,,LC,P
074418,27803.0,2025-11-21,,LC,P
074419,27501.0,2025-10-09,,LC,P
074420,27667.0,2025-11-05,,LC,P
074422,27497.0,2025-10-08,,LC,P
074430,27424.0,2025-10-01,,LC,P
074431,27955.0,2025-12-15,,LC,P
074434,27859.0,2025-12-03,,LC,P
074439,27298.0,2025-09-12,,LC,P
074444,27531.0,2025-10-16,,LC,P
074447,27825.0,2025-11-26,,LC,P
074448,27723.0,2025-11-17,,LC,P
074449,27444.0,2025-10-01,,LC,P
074461,27808.0,2025-11-24,,LC,P
074462,27813.0,2025-11-24,,LC,P
074477,27787.0,2025-11-20,,LC,P
074496,27471.0,2025-10-09,,LC,P
074525,27788.0,2025-11-20,,LC,P
074529,27333.0,2025-09-17,,LC,P
074570,27608.0,2025-10-27,,LC,P
074571,88280.0,2025-09-02,,LC,P
074582,27977.0,2025-12-17,,LC,P
074615,27632.0,2025-10-30,,LC,P
074628,27644.0,2025-11-04,,LC,P
074646,27945.0,2025-12-12,,LC,P
074684,27607.0,2025-10-27,,LC,P
074725,27656.0,2025-11-06,,LC,P
074746,27716.0,2025-11-13,,LC,P
074767,27910.0,2025-12-10,,LC,P
074783,27532.0,2025-10-16,,LC,P
074793,27711.0,2025-11-19,,LC,P
074797,27549.0,2025-10-30,,LC,P
074813,27598.0,2025-11-03,,LC,P
074881,27762.0,2025-11-18,,LC,P
074887,27875.0,2025-12-17,,LC,P
074927,27675.0,2025-11-06,,LC,P
074928,27866.0,2025-12-04,,LC,P
075031,27936.0,2025-12-11,,LC,P
075148,27907.0,2025-12-10,,LC,P
075229,27957.0,2025-12-16,,LC,P
075240,27981.0,2025-12-18,,LC,P
100004,89402.0,2002-05-22,2007-05-18,LC,P
100011,89457.0,2002-08-30,2005-07-22,LC,P
100039,68823.0,1982-01-29,2006-10-31,LU,P
100049,85335.0,1997-09-24,1999-11-30,LU,P
100075,81030.0,1994-10-06,2018-09-28,LC,P
100080,17209.0,2002-01-24,2007-09-26,LC,P
100091,23486.0,2022-10-12,,LC,C
100095,86366.0,1998-10-29,2007-06-01,LC,P
100114,88735.0,2000-10-17,2002-07-03,LC,P
100114,89867.0,2003-10-02,2005-12-30,LC,P
100165,68815.0,1982-01-29,2009-07-30,LC,P
100172,19669.0,1982-01-29,1996-04-19,LC,C
100172,84059.0,1996-10-02,1997-09-12,LC,C
100243,18724.0,2019-06-11,,LC,P
100243,78844.0,1993-01-11,2007-06-13,LC,P
100245,89150.0,2001-09-17,2016-04-21,LC,P
100338,81046.0,1994-10-06,,LC,P
100363,15030.0,2014-11-25,2017-10-06,LC,P
100384,28303.0,1982-01-29,1989-04-28,LC,P
100384,28303.0,1989-07-31,1990-07-31,LC,P
100384,28303.0,1990-11-30,1990-12-30,LC,P
100384,28303.0,1991-04-30,1991-06-28,LC,P
100384,28303.0,1992-03-31,1992-06-29,LC,P
100384,28303.0,1992-10-30,1992-11-29,LC,P
100384,28303.0,1993-01-29,1993-06-29,LC,P
100384,28303.0,1993-07-30,2005-06-08,LC,P
100401,89066.0,2001-07-10,2007-06-13,LC,P
100407,82211.0,1982-01-29,1998-06-30,LU,P
100423,85434.0,1997-10-22,2004-04-06,LU,P
100465,68866.0,1982-04-26,,LU,P
100477,26890.0,2025-07-01,,LC,P
100477,89191.0,2001-10-22,2025-06-30,LC,P
100528,83993.0,1996-09-06,1999-05-28,LU,P
100557,89166.0,2001-09-18,2007-09-19,LC,P
100571,86105.0,1992-10-16,2002-06-26,LC,P
100572,88595.0,2000-09-01,,LC,P
100590,85446.0,1997-10-08,2007-09-07,LC,P
100598,76159.0,1990-04-06,2000-06-13,LC,P
100599,89151.0,2001-09-20,2008-06-27,LC,P
100644,20745.0,2021-04-30,,LC,P
100644,89000.0,2001-05-31,2007-12-28,LC,P
100709,76668.0,1991-05-29,1996-09-30,LU,P
100712,23169.0,2022-06-02,,LC,C
100718,18298.0,2018-12-24,,LC,P
100781,88958.0,2001-04-26,2016-07-29,LC,P
100806,81775.0,1995-07-13,2002-08-30,LC,P
100862,81195.0,1995-01-10,2007-05-31,LC,P
100862,81195.0,2007-06-01,2007-06-01,LC,C
100873,12542.0,2011-01-26,2022-10-31,LC,P
100956,83563.0,1996-05-15,2004-09-30,LU,P
101020,88603.0,2000-09-13,2007-12-28,LC,P
101076,88676.0,2000-10-12,2006-11-22,LC,P
101096,84158.0,1996-11-07,2002-09-30,LU,P
101117,88464.0,2000-07-31,2001-05-11,LC,P
101153,81039.0,1994-10-27,1997-12-04,LU,P
101204,89475.0,2002-07-01,,LC,P
101206,88633.0,2000-09-27,2006-07-31,LC,P
101206,88633.0,2006-08-01,2007-03-30,LC,C
101256,89206.0,2001-11-13,2003-02-27,LC,P
101264,88614.0,2000-09-12,2006-08-03,LC,P
101276,14987.0,2021-01-19,,LC,P
101289,85341.0,1997-09-03,1999-06-09,LU,C
101292,88598.0,2000-09-12,2007-09-26,LC,P
101310,88233.0,2000-05-11,,LC,P
101317,87444.0,1999-11-16,,LC,P
101352,77604.0,1992-05-20,2016-02-29,LC,P
101397,77706.0,1992-06-24,1996-05-13,LC,P
101397,83454.0,1996-05-22,1997-10-21,LC,P
101475,90157.0,2004-05-05,2008-02-06,LC,P
101559,81531.0,1995-04-28,1999-08-31,LU,P
101648,76473.0,1990-10-24,1994-10-17,LC,P
101689,83552.0,1996-05-23,2003-07-31,LU,P
101718,89696.0,1999-06-29,2007-12-05,LC,P
101936,88393.0,2000-07-12,2005-06-22,LC,P
101973,17157.0,2018-03-09,,LC,P
101973,89356.0,2002-04-17,2013-07-19,LC,P
102045,88410.0,2000-07-27,2007-04-25,LC,P
102089,89378.0,2002-04-03,2007-07-13,LC,P
102254,18543.0,1982-01-29,1997-09-30,LU,P
102341,84083.0,1996-10-02,,LU,C
102345,83463.0,1996-06-04,2007-09-14,LC,P
102412,41930.0,1982-01-29,2009-07-31,LC,P
102422,86413.0,1998-11-05,,LU,P
102482,68583.0,1982-01-29,1999-12-31,LU,P
102519,10059.0,1986-02-24,1994-04-15,LU,P
102534,87037.0,1999-07-09,2000-12-29,LU,P
102617,78221.0,1992-12-17,2007-12-14,LC,C
102690,77627.0,1992-05-26,2004-04-28,LU,C
102696,19673.0,1997-03-27,2006-10-22,LC,P
102696,84621.0,2006-10-23,,LC,P
102704,85777.0,1998-01-29,2007-06-22,LC,P
102983,84772.0,1997-05-09,2018-10-01,LC,P
103159,82780.0,1995-12-19,2003-11-24,LC,P
103307,78222.0,1992-12-01,1997-12-31,LU,P
103341,85342.0,1997-09-08,2006-05-12,LC,P
103341,91236.0,2006-05-24,2007-04-23,LC,P
103487,89382.0,1998-08-03,,LC,P
104432,13760.0,2013-01-18,,LC,P
104598,81044.0,1994-10-14,,LU,P
104831,76760.0,1991-07-17,2012-07-09,LC,P
104850,90905.0,2005-09-27,2008-12-03,LC,P
104904,77759.0,1992-07-01,2007-05-03,LC,P
105089,87204.0,1999-09-15,,LC,P
105126,86321.0,1998-08-17,2002-03-28,LU,P
105132,80365.0,1994-03-01,1999-03-24,LC,C
105133,85558.0,1997-11-20,2003-02-14,LU,C
105156,85742.0,1998-01-28,2002-10-02,LC,P
105346,12959.0,2011-08-03,2018-06-29,LC,P
105364,87577.0,2000-02-15,2003-01-14,LC,C
105365,86111.0,1998-06-05,,LC,P
105369,91155.0,2006-03-13,2008-07-11,LC,C
105393,90061.0,2004-03-15,2019-09-30,LC,P
105394,18058.0,2018-08-31,,LC,C
105454,83474.0,1998-04-30,2006-03-31,LC,C
105456,86962.0,1999-06-02,2001-06-29,LU,P
105475,12439.0,2010-12-22,2015-12-17,LC,P
105512,91039.0,2005-12-13,2008-11-06,LC,C
105538,87014.0,1999-06-10,,LU,C
105559,85899.0,1998-03-30,2003-06-30,LU,P
105573,78491.0,1983-12-30,1985-12-31,LC,C
105574,89875.0,2003-10-01,2013-06-28,LC,P
105576,89047.0,2001-07-26,2006-12-13,LC,P
105597,90645.0,2005-04-21,2008-08-27,LC,P
105616,19085.0,2019-12-23,,LC,C
105630,92253.0,2007-08-08,,LC,P
105661,16865.0,2017-08-16,2022-02-28,LC,P
105667,88505.0,2000-08-21,2001-11-26,LC,C
105670,85860.0,1998-03-25,2025-09-30,LC,P
105698,86567.0,1999-01-29,2004-07-30,LU,C
105805,86354.0,1998-09-21,2006-09-29,LU,P
105811,21724.0,2021-07-01,,LC,P
105847,88245.0,2000-05-02,2002-06-17,LC,P
105861,90796.0,2005-07-06,,LC,P
105892,19162.0,2020-01-08,,LC,C
105936,85863.0,1998-03-27,,LU,P
105943,86716.0,1999-02-02,2001-04-30,LU,C
105951,86396.0,1998-10-27,2004-07-30,LU,P
106003,21074.0,2021-04-19,,LC,P
106073,86570.0,1999-01-12,2010-07-21,LC,C
106100,20288.0,2020-12-09,2025-03-31,LC,P
106112,90433.0,2004-11-18,,LC,P
106126,15057.0,2014-11-17,,LC,C
106133,85905.0,1998-03-30,,LC,P
106158,90304.0,2004-08-11,2006-04-28,LC,P
106203,90118.0,2004-04-20,,LC,P
106228,85868.0,1998-03-24,2004-03-05,LC,P
106233,21942.0,2021-09-01,,LC,P
106248,88435.0,2000-07-28,2002-07-24,LC,C
106261,87580.0,2000-02-24,2009-05-20,LC,P
106291,89500.0,2002-09-30,2007-01-31,LC,P
106305,88336.0,2000-06-06,2011-12-21,LC,P
106350,86400.0,1998-11-17,2001-09-28,LU,P
106368,85870.0,1998-03-19,2001-09-25,LU,P
106371,88528.0,2000-08-22,2001-06-20,LC,C
106404,87488.0,1999-12-23,2021-03-31,LC,P
106418,32687.0,2005-09-20,2017-11-24,LC,C
106486,91306.0,2006-06-26,2023-11-30,LC,C
106501,87769.0,2000-03-17,2010-02-17,LC,P
106519,89013.0,2001-06-22,,LC,P
106524,90809.0,2005-07-20,2008-10-31,LC,P
106589,88250.0,2000-05-05,2010-10-20,LC,P
106628,88164.0,2000-04-25,2001-04-16,LC,P
106760,85873.0,1998-03-25,2002-09-30,LU,P
106770,88348.0,2000-06-30,2004-02-26,LC,C
106815,86403.0,1998-11-04,2010-09-17,LC,P
106820,86068.0,1998-05-19,2000-09-29,LU,P
106846,85874.0,1998-03-31,2005-08-26,LU,P
106847,86069.0,1998-05-11,2000-12-29,LC,P
106853,85829.0,1998-02-09,2019-07-31,LU,P
106881,86070.0,1998-05-05,2002-04-04,LU,P
106887,89729.0,2003-04-01,2008-06-06,LC,P
106897,90785.0,2005-07-06,2013-05-31,LC,P
106900,85879.0,1998-03-24,2006-10-31,LC,P
106965,22598.0,2021-12-16,,LC,C
107032,92248.0,2007-08-03,,LC,P
107033,91048.0,2005-12-23,2006-10-31,LC,P
107098,12982.0,2011-09-20,,LC,P
107130,14973.0,2014-10-14,,LC,P
107150,23796.0,2023-03-21,,LC,P
107154,15723.0,2015-10-07,2018-07-31,LC,P
107245,91689.0,2007-01-29,,LC,P
107258,16844.0,2017-07-11,2025-08-29,LC,P
107325,87501.0,1999-12-23,2024-08-30,LU,P
107333,13546.0,2012-08-27,2015-10-30,LC,P
107350,13180.0,2012-01-30,2025-11-28,LC,P
107393,23657.0,2023-01-10,,LC,C
107414,88241.0,2000-05-31,2002-01-02,LC,C
107423,17969.0,2018-07-12,2025-11-28,LC,P
107434,90995.0,2005-11-22,2017-01-27,LC,P
107446,87508.0,1999-12-23,,LU,P
107481,90774.0,2005-06-08,2008-09-12,LC,C
107488,89503.0,2002-09-30,2003-10-03,LC,P
107496,85918.0,1998-03-12,,LU,P
107528,85771.0,1998-01-05,2007-10-31,LU,P
107606,91064.0,2005-12-23,2008-09-30,LC,P
107631,85950.0,1998-04-01,2005-05-31,LU,P
107637,90443.0,2004-11-04,,LC,P
107643,85669.0,1997-10-01,2007-09-11,LC,P
107644,22302.0,2021-11-03,,LC,P
107670,85919.0,1998-03-25,2000-04-28,LU,P
107672,87472.0,1999-12-02,2005-09-26,LU,C
107691,91034.0,2005-12-27,2007-03-30,LC,P
107706,90074.0,2004-03-18,2009-02-27,LC,P
107710,16156.0,2016-07-06,,LC,P
107712,14336.0,2013-12-04,,LC,P
107720,85248.0,1997-07-22,2001-03-30,LU,P
107755,91303.0,2006-06-21,2014-12-31,LC,P
107757,13281.0,2012-03-09,2015-10-23,LC,C
107781,12332.0,2010-10-25,,LC,P
107817,88820.0,2000-11-01,,LC,P
107830,86807.0,1999-04-19,2001-03-30,LU,P
107843,16472.0,2016-11-08,,LC,P
107895,85884.0,1998-04-03,2000-11-15,LU,P
107898,13735.0,2012-12-21,2015-04-30,LC,P
107917,89507.0,2002-09-04,2014-11-17,LC,C
107965,92607.0,2008-03-03,2014-02-06,LC,P
108111,85999.0,1998-04-28,1998-04-29,LU,C
108111,85999.0,1998-04-30,2002-08-22,LU,P
108154,89716.0,2003-04-01,2007-02-28,LC,P
108188,88482.0,2000-08-09,2010-07-21,LC,P
108246,86785.0,1999-03-30,2003-12-17,LU,P
108265,22399.0,2021-11-01,,LC,C
108297,91580.0,2006-11-01,2008-08-21,LC,P
108306,89278.0,2002-01-02,,LC,P
108319,92571.0,2023-08-03,,LC,P
108326,92893.0,2009-02-18,,LC,P
108345,22952.0,2022-03-10,,LC,P
108348,13121.0,2011-12-05,2022-10-31,LC,P
108449,89530.0,2002-10-16,2014-08-15,LC,P
108453,86296.0,1998-08-03,2002-03-15,LU,C
108457,88428.0,2000-07-12,2002-06-25,LC,C
108481,90823.0,2005-07-29,2009-07-20,LC,C
108482,88869.0,2001-01-10,2014-07-31,LC,P
108564,85890.0,1998-03-26,2005-09-23,LC,P
108631,89650.0,2003-01-15,2008-04-30,LC,C
108645,88882.0,2001-01-18,2016-05-02,LC,P
108645,16682.0,2017-04-13,2019-08-07,LC,P
108664,88951.0,2001-03-01,,LC,P
108693,90972.0,2005-11-28,,LC,P
108695,87838.0,2000-04-18,2007-06-05,LC,P
108707,88650.0,2000-09-12,2002-10-31,LC,C
108718,87448.0,1999-11-23,2009-10-30,LU,P
108740,80638.0,2000-12-12,2013-08-30,LC,C
108752,89504.0,2002-09-03,2007-04-26,LC,P
108753,93432.0,2010-06-08,2011-05-31,LC,C
108768,12447.0,2010-12-15,,LC,P
108772,88412.0,2000-07-11,2002-04-17,LC,C
108778,87538.0,2000-01-03,2013-05-31,LC,P
108831,92776.0,2008-08-15,,LC,P
108846,87626.0,2000-02-02,2003-04-29,LC,P
108872,88238.0,2000-05-05,2003-07-29,LC,C
108893,85932.0,1998-03-31,,LU,P
108967,86000.0,1998-04-03,1999-11-23,LU,C
108970,86007.0,1998-04-01,2004-10-13,LU,P
108979,15840.0,2015-11-05,,LC,C
109043,85986.0,1998-04-02,2007-12-31,LU,P
109079,85939.0,1998-04-03,2021-03-31,LU,P
109082,85984.0,1998-04-03,1999-12-31,LU,P
109084,85951.0,1998-04-03,2017-12-29,LU,P
109158,85943.0,1998-04-06,2006-01-31,LU,P
109179,85961.0,1998-04-21,2016-09-30,LU,P
109181,93005.0,2009-08-03,2011-04-15,LC,P
109183,90603.0,2005-02-15,,LC,P
109185,85952.0,1998-04-09,2000-08-31,LU,P
109186,85953.0,1998-04-22,2018-12-30,LC,C
109186,85953.0,2022-01-25,,LC,C
109189,86248.0,1998-07-23,2005-09-09,LC,C
109240,85967.0,1998-04-08,1998-04-29,LU,C
109240,85967.0,1998-04-30,1999-08-30,LU,C
109247,85997.0,1998-04-08,2002-09-30,LU,P
109258,85958.0,1998-04-08,2016-03-31,LC,P
109301,85988.0,1998-04-09,1999-12-31,LU,P
109318,85976.0,1998-04-09,2011-11-28,LC,P
109338,85960.0,1998-04-09,2004-07-29,LU,P
109364,85968.0,1998-04-15,2001-11-30,LU,P
109366,85980.0,1998-04-13,,LC,P
109380,87208.0,1999-09-29,2003-03-31,LU,P
109423,85985.0,1998-04-15,2004-07-30,LU,P
109425,85995.0,1998-04-14,2009-03-20,LC,P
109580,85959.0,1998-04-16,2012-02-29,LU,P
109581,85964.0,1998-04-17,2001-07-02,LU,C
109584,85978.0,1998-04-16,2010-04-30,LC,P
109599,86302.0,1998-07-30,,LC,P
109600,85990.0,1998-04-17,2013-07-31,LU,P
109621,87614.0,2000-02-22,2024-05-31,LC,P
109641,86208.0,1998-06-12,2001-04-27,LU,P
109659,14175.0,2013-09-27,2023-07-31,LC,P
109683,85994.0,1998-04-20,2016-07-29,LC,P
109699,89821.0,2003-08-01,2017-06-30,LC,P
109762,85969.0,1998-04-22,2000-06-30,LU,P
109764,85989.0,1998-04-24,2001-06-29,LU,P
109799,90897.0,2005-09-20,2006-11-30,LC,C
109823,88148.0,2000-04-03,2006-10-03,LC,P
109825,85948.0,1998-04-22,2004-06-30,LU,P
109826,85992.0,1998-04-23,,LU,P
109831,86006.0,1998-04-24,2011-02-28,LU,P
109840,85970.0,1998-04-23,2000-03-31,LU,C
109842,85941.0,1998-04-23,2007-01-31,LU,P
109849,86085.0,1998-05-01,1999-12-31,LU,P
109919,85972.0,1998-04-24,,LU,P
109920,85975.0,1998-04-24,1998-04-29,LU,C
109920,85975.0,1998-04-30,2003-06-09,LU,C
109921,85942.0,1998-04-24,,LC,P
109925,85946.0,1998-04-24,2007-08-31,LU,P
109926,85947.0,1998-04-24,2018-11-30,LC,P
109929,85971.0,1998-04-24,2007-02-28,LC,P
109930,92760.0,2008-07-18,,LC,C
109931,88244.0,2000-05-03,2002-07-23,LC,P
110039,86047.0,1998-05-01,,LU,P
110045,85998.0,1998-04-29,2002-11-12,LU,C
110065,89681.0,2003-02-12,2018-07-02,LC,P
110100,85979.0,1998-04-29,2004-08-24,LU,P
110104,85955.0,1998-04-30,1999-12-31,LU,P
110106,86093.0,1998-05-01,2000-05-19,LU,P
110160,86054.0,1998-05-01,2003-10-31,LU,P
110161,86575.0,1999-01-05,2002-01-31,LU,P
110164,90331.0,2003-11-06,2016-06-30,LC,P
110179,75819.0,1998-05-29,,LC,P
110239,86058.0,1998-05-05,2001-06-15,LU,C
110246,86023.0,1998-05-04,2021-03-31,LU,P
110250,90544.0,2005-01-31,2024-05-31,LC,C
110288,86038.0,1998-05-05,2004-05-06,LU,P
110320,86046.0,1998-05-07,2002-02-07,LU,P
110326,86077.0,1998-05-12,2002-04-03,LC,P
110326,90168.0,2004-05-20,2006-08-04,LC,C
110330,86037.0,1998-05-07,2005-03-07,LU,C
110379,86049.0,1998-05-07,2001-11-19,LU,C
110382,86013.0,1998-05-14,2017-03-31,LU,P
110384,86065.0,1998-05-08,1999-08-19,LU,C
